,time_,x_flow_1,x_flow_2,x_flow_3,y_flow_1,y_flow_2,y_flow_3,y_flow_4,P_O2,P_CO2,P_N2,P_GM,P_1,P_2,P_3,P_4,temp,temp_ref
204,73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.02,3.74,3.81,1.08,-0.0,-0.0,-0.01,-0.01,23.41,37.0
205,73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.02,3.74,3.81,1.08,-0.0,-0.0,-0.01,-0.01,23.44,37.0
206,73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.02,3.74,3.81,1.08,-0.01,-0.0,-0.01,-0.01,23.48,37.0
207,74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.02,3.74,3.81,1.08,-0.01,-0.0,-0.01,-0.01,23.48,37.0
208,74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.02,3.74,3.81,1.09,-0.0,-0.0,-0.01,-0.0,23.48,37.0
209,74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.02,3.74,3.81,1.09,-0.0,-0.0,-0.01,-0.0,23.51,37.0
210,75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.02,3.74,3.81,1.09,-0.0,-0.0,-0.01,-0.0,23.57,37.0
211,75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.02,3.74,3.81,1.09,-0.0,-0.0,-0.01,-0.0,23.57,37.0
212,75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.02,3.74,3.81,1.09,-0.0,-0.0,-0.01,-0.0,23.57,37.0
213,76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.02,3.74,3.81,1.09,-0.0,-0.0,-0.01,-0.01,23.6,37.0
214,76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.02,3.74,3.81,1.1,-0.0,-0.0,-0.01,-0.01,23.63,37.0
215,76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.02,3.74,3.81,1.1,-0.01,-0.0,-0.01,-0.01,23.63,37.0
216,77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.02,3.74,3.81,1.1,-0.01,-0.0,-0.01,-0.01,23.66,37.0
217,77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.02,3.74,3.81,1.1,-0.01,-0.0,-0.01,-0.01,23.66,37.0
218,77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.02,3.74,3.81,1.1,-0.0,-0.0,-0.01,-0.0,23.7,37.0
219,78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.03,3.74,3.81,1.11,-0.0,-0.0,-0.01,-0.0,23.7,37.0
220,78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.03,3.74,3.81,1.11,-0.0,-0.0,0.0,-0.0,23.76,37.0
221,78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.02,3.74,3.81,1.11,-0.0,-0.0,0.0,-0.0,23.76,37.0
222,79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.02,3.74,3.81,1.11,-0.0,-0.0,0.0,-0.01,23.79,37.0
223,79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.02,3.74,3.81,1.11,-0.0,-0.0,0.0,-0.01,23.79,37.0
224,79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.02,3.74,3.81,1.11,-0.0,-0.0,0.0,-0.01,23.79,37.0
225,80,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.02,3.74,3.81,1.12,-0.0,-0.0,-0.01,-0.01,23.82,37.0
226,80,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.02,3.74,3.81,1.11,-0.0,-0.0,-0.01,-0.0,23.85,37.0
227,81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.02,3.74,3.81,1.11,-0.0,-0.0,-0.01,-0.0,23.85,37.0
228,81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.02,3.74,3.81,1.11,-0.0,-0.0,-0.01,-0.0,23.88,37.0
229,81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.02,3.74,3.81,1.11,-0.0,-0.0,-0.01,-0.0,23.92,37.0
230,82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.02,3.74,3.81,1.12,-0.0,-0.0,-0.01,-0.0,23.95,37.0
231,82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.02,3.74,3.81,1.13,-0.0,-0.0,-0.01,-0.0,23.95,37.0
232,82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.02,3.74,3.81,1.13,-0.0,-0.0,-0.01,-0.0,23.95,37.0
233,83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.02,3.74,3.81,1.13,-0.0,-0.0,-0.01,-0.0,23.98,37.0
234,83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.73,3.8,1.14,-0.0,-0.0,-0.01,-0.0,24.01,37.0
235,83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.99,3.73,3.79,1.0,-0.0,-0.0,-0.01,-0.0,24.01,37.0
236,84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.99,3.73,3.79,0.77,-0.0,-0.0,-0.01,-0.0,24.04,37.0
237,84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.99,3.72,3.79,0.55,-0.0,-0.0,-0.0,-0.0,24.04,37.0
238,84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.98,3.72,3.78,0.32,-0.0,0.0,-0.0,0.0,24.07,37.0
239,85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.01,3.72,3.8,0.08,-0.0,0.0,-0.0,0.0,24.14,37.0
240,85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.01,3.72,3.8,0.0,-0.0,0.0,-0.0,0.0,24.1,37.0
241,85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.01,3.72,3.8,0.0,0.0,0.0,-0.0,0.0,24.1,37.0
242,86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.02,3.72,3.8,0.0,0.0,0.0,-0.0,0.0,24.17,37.0
243,86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.02,3.72,3.8,0.0,0.0,0.0,-0.0,0.0,24.17,37.0
244,86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.01,3.72,3.8,-0.0,0.0,0.0,-0.0,0.0,24.2,37.0
245,87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.02,3.72,3.8,-0.0,0.0,0.0,-0.0,0.0,24.2,37.0
246,87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.01,3.72,3.8,-0.0,0.0,0.0,-0.01,0.0,24.2,37.0
247,87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.02,3.72,3.8,0.0,0.0,0.0,-0.01,0.0,24.23,37.0
248,88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.02,3.72,3.8,0.0,0.0,0.0,-0.01,0.0,24.26,37.0
249,88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.02,3.72,3.8,0.0,0.0,0.0,-0.01,0.0,24.26,37.0
250,88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.02,3.72,3.8,0.0,0.0,0.0,-0.01,0.0,24.32,37.0
251,89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.02,3.72,3.8,0.0,0.0,0.0,-0.0,0.0,24.32,37.0
252,89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.02,3.72,3.8,0.0,0.0,0.0,-0.0,0.0,24.39,37.0
253,89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.02,3.72,3.8,0.0,-0.0,0.0,-0.0,0.0,24.36,37.0
254,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.02,3.72,3.79,0.0,0.0,0.0,-0.0,0.0,24.39,37.0
255,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.02,3.72,3.79,0.0,0.0,0.0,-0.0,0.0,24.39,37.0
256,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.02,3.72,3.79,0.0,0.0,0.0,-0.0,0.0,24.42,37.0
257,91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.02,3.72,3.79,0.0,0.0,0.0,-0.0,0.0,24.45,37.0
258,91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.02,3.72,3.79,0.0,0.0,0.0,-0.0,0.0,24.48,37.0
259,91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.02,3.72,3.79,-0.0,0.0,0.0,-0.0,0.0,24.48,37.0
260,92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.02,3.72,3.79,-0.0,0.0,0.0,-0.0,0.0,24.48,37.0
261,92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.02,3.72,3.79,-0.0,0.0,0.0,-0.0,0.0,24.54,37.0
262,93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.02,3.72,3.79,0.0,0.0,0.0,-0.0,0.0,24.51,37.0
263,93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.02,3.72,3.79,0.0,0.0,0.0,-0.0,0.0,24.54,37.0
264,93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.02,3.72,3.79,0.0,0.0,0.0,-0.0,0.0,24.58,37.0
